Select a state/territory:,Select a county:,How dry or wet is it?,How much experience do you have with conditions there?,How many times in the past have you seen it like this?,Other,When was it like this in the past?,When was it most recently like this?,How localized or widespread are the conditions you are reporting?,How are crop conditions at this time?,Planting Status,Harvest Status,How are range conditions at this time?,Generator issues,Other,Description and/or caption information,photo_exists,Form Version,What is the date?,Crop production,Other crop production impact,Livestock production,Other,Municipal water supply,Other,Community hydropower,Public and community health,Other,Household,Other,Recreation or tourism,Other,Report other business or industry impact,Other,Fire,Fire - Other,Forestry,Forestry - Other,Wildlife habitat,Wildlife habitat - Other,Freshwater fish,Freshwater fish - Other,Spawning fish,Spawning fish - Other,Display Name,Conditions are normal or wet,x,y
Alabama,Autauga,Moderately Dry,20 or more years,Other,"Several. 
20 times",,,"Widespread,consistent  over Autauga Co.",fair,later_than_normal,later_than_normal,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/8/2023,"reduced_yield,plant_stress",,reduced_pasture_forage,,,,,,,,,,,,,more_fire_risk,,more_pests_diseases,,,,,,,,D Jones,,-81.94685902101718,31.731350821208657
Alabama,Elmore,Severely Dry,20 or more years,Never,,,,Don't know if there has been any showers in the area that we didn't get.......... have not heard of any.,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Joe and Tina,,-85.94828100220685,32.57792098567722
Alabama,Hale,Severely Dry,20 or more years,Once,,2007,,Very widespread,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"reduced_outdoor_water_use,increased_lawn_landscape_watering,dry_lawn,cracked_foundation,increased_power_bill,low_or_dry_well",,,,,,,,,,,,"less_food,less_water,fish_disease_or_mortality,reduced_fishery_production",,,,Drury Catfish and Cattle ,,-87.6057959849042,32.66230600544358
Alabama,Dallas,Severely Dry,20 or more years,Twice or more,,,2000,Widespread ,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,GLCC,,-87.38556929999851,32.314078699999456
Alabama,Chilton,Severely Dry,20 or more years,Twice or more,,,2015,Largest portion of the county,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,H&S Farms,,-86.70839571161835,32.802221617125824
Alabama,Calhoun,Severely Dry,20 or more years,Twice or more,,,2016,Covers most of East central Alabama ,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.66614532095628,33.77307127903547
Alabama,Macon,Moderately Dry,5-10 years,Once,,2012,,,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,"more_green,soil_moisture_good",-85.2487012336933,32.68928035953268
Alabama,Hale,Severely Dry,20 or more years,Twice or more,,,2016,"Throughout our entire place. It is county wide, and state wide. Especially in West Alabama",,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-87.6024289743986,32.601655015070754
Alabama,Marshall,Severely Dry,20 or more years,Once,,2006,,"All of Alabama, specifically North Alabama. ",,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,"air_quality_dust_pollen,garden_needs_more_water_or_yields_less",,"reduced_outdoor_water_use,reduced_indoor_water_use,dry_lawn,cracked_foundation,increased_power_bill",,hunting_or_fishing_reduced,,,,"more_fire_risk,smoke_from_distant_fire,park_or_road_closure,burn_or_fireworks_bans",,"leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,fewer_saplings_or_reduced_survival",,"less_water,change_in_animal_migration,wildlife_foraging_near_people,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,warmer_water_temperatures,water_quality_change,reduced_fishery_production",,,,RKS,,-86.11953200126047,34.463754987560094
Alabama,Blount,Severely Dry,5-10 years,Never,,,,Very widespread ,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,C&K Farms ,,-86.78683905139597,33.56921556130226
Alabama,Limestone,Severely Dry,5-10 years,Once,,2016,,Everything north of the river is very dry,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Limestone Cowboy,,-87.12396101670997,34.91187722886721
Alabama,Marengo,Severely Dry,20 or more years,Twice or more,,,2000,Central Alabama,,,,Fair - Pastures are providing generally adequate feed but still less than normal for the time of year.,no,,,0,CMOR 2022 NDMC,11/8/2023,,,reduced_pasture_forage,,voluntary_conservation,,50_100%_power_from_diesel,garden_needs_more_water_or_yields_less,,increased_power_bill,,less_appealing_landscape,,,,more_fire_risk,,fewer_saplings_or_reduced_survival,,less_water,,,,,,Bethea Farm,,-87.60877998434415,32.4362399999221
Alabama,Hale,Severely Dry,20 or more years,Twice or more,,,2016,County wide and state wide,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock,other",They are hungry because of the lack of forage,,,,,,,,,,,,,,,,,,,,,,,,-87.53962210540254,32.648641208948014
Alabama,Franklin,Severely Dry,20 or more years,Once,,,,"Widespread. Pastures, yards, ponds are dry Fire warnings. ",poor,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,"less_water_for_irrigation,reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc,sold_livestock",,,,,air_quality_dust_pollen,,"reduced_outdoor_water_use,increased_lawn_landscape_watering,dry_lawn,increased_power_bill",,,,,,,,,,,,,,,,,,-87.70605999999998,34.351530000000025
Alabama,Marshall,Moderately Dry,less than 5 years,Never,,,,I live near Grant. Local ponds are very dry,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,"increased_lawn_landscape_watering,dry_lawn,increased_power_bill",,,,,,,,,,,,,,,,John K,,-86.32748198990127,34.462136986880616
Alabama,Hale,Severely Dry,20 or more years,Twice or more,,,2016,Wide spread. County Wide and state wide,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-87.5331779937411,32.62490954373087
Alabama,Crenshaw,Severely Dry,20 or more years,Twice or more,,,2014,Throughout the county. ,,,,null,,,Drought causing stress in cattle. ,1,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.26250270323877,31.715797943268065
Alabama,Montgomery,Moderately Dry,20 or more years,Twice or more,,,2016,Conditions are also bad or worse in neighboring Lowndes county.,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,LF12345,,-86.47605197805727,32.296008999597284
Alabama,Henry,Severely Dry,less than 5 years,Never,,,,Entire area surrounding me.,poor,normal,normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,"reduced_yield,plant_stress",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay",,voluntary_conservation,,,"air_quality_dust_pollen,stress",,"dry_lawn,increased_power_bill",,hunting_or_fishing_reduced,,,,burn_or_fireworks_bans,,"leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,change_in_fruit_nut_berry_production",,"less_food,less_water",,,,,,Granberry Poultry Farm,,-85.18479684672874,31.3104411423796
Alabama,Covington,Severely Dry,20 or more years,Once,,,,widespread ,poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,"less_water_for_irrigation,reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc,hauled_water",,"low_or_dry_well,hauling_water",,,"air_quality_dust_pollen,stress",,"dry_lawn,increased_power_bill,low_or_dry_well",,,,,,"more_fire_risk,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,dead_trees",,"less_food,less_water,change_in_animal_migration,change_in_wetland_bog_swamp_muskeg",,"less_water,reduced_streamflow,water_quality_change",,,,NelsonFarms ,,-86.43256096468893,31.416509980995432
Alabama,Jackson,Moderately Dry,20 or more years,Twice or more,,,2016,Widespread dry conditions across North East Alabama.,poor,later_than_normal,normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Due to lack of rain the entire farm is brown, pastures have dried up, there is very little forage for cows if we don't get rain very soon we will have to begin feeding hay early. Fortunately we had enough rain all summer to have an average hay crop over the spring/summer/early fall of 2023.",0,CMOR 2022 NDMC,11/8/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,supplemental_feed,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fire_risk,,leaves_discolored_shriveled_burnt,,,,,,,,Coffey Farm,,-85.87317898211683,34.78077600001393
Alabama,Marengo,Severely Dry,20 or more years,Never,,,,My pastures are in a 30 mile radius.  Its is terrible for all of them.  Some worse than others but all are as bad as I have seen,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Less than 1"" of recordable rain in over 60 days",0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress,less_water_in_ponds_creeks_etc,erosion",,,,,,,,,,,reduced_production_due_to_lack_water,,,,,,,,,,,,Chesterhyde,,-87.83519499999994,32.51412000000005
Alabama,Crenshaw,Severely Dry,20 or more years,Once,,2014,,Conditions are consistent throughout the county.  We have not had any measurable amount of rainfall in a long period.,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.2350656400598,31.757542630175827
Alabama,Pike,Severely Dry,20 or more years,Twice or more,,,,I’m close to Crenshaw county line. The grass is dying.  The water is drying up in the ponds. The cows a suffering. ,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,mortality,reduced_grazing_on_public_lands,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock",,,,,,,"dry_lawn,cracked_foundation",,,,"reduced_sales,reduced_production_due_to_lack_water",,,,,,,,,,,,,,-86.11675583044311,31.66165638801126
Alabama,Crenshaw,Severely Dry,20 or more years,Twice or more,,,,I think it’s pretty widespread,,,,null,,,I’ve been feeding hay for 2 months cause of the dry conditions ,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Hilburn,,-86.27611008934632,31.694939026897927
Alabama,Henry,Severely Dry,20 or more years,Once,,2016,,Widespread,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Extremely dry.  Too dry to plant winter grazing 

Conditions are dry like they were in fall of 2016

Widespread drought ",0,CMOR 2022 NDMC,11/8/2023,plant_stress,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fires_than_usual,,dead_branch_tips_and_or_dead_top,,"less_food,less_water",,,,,,Henry county cattlemen 46,,-85.27642376203933,31.35144978135753
Alabama,Jackson,Severely Dry,20 or more years,Twice or more,,,2016,Jackson County Alabama,,later_than_normal,earlier_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Crop harvest was probably the smoothest that is has been in many years. A lot of farmers have reported that they are done with the harvest of all crops on the farms that they manage. What crops that are left to harvest in the area is cotton, milo, late planted beans and a handful of corn fields. With the exception of late planted beans, most farmers report average to above average yields this year.  Farmers are evaluating the risk of planting wheat at this time. 

Very little pasture is available and what pasture that is available is lower quality. Most operations are now feeding hay and supplemental feed. Water in ponds are low and poor quality. Some producers are hauling water. A lot of cattle have been hauled to sale in the last couple of weeks. Hay inventories are stable for now but there is some concern about the backside of winter. Very little winter pasture has been planted due to the lack of moisture.",1,CMOR 2022 NDMC,11/8/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,Alabama Extension - Jackson County,,-85.9852870209074,34.69585101804503
Alabama,Henry,Severely Dry,20 or more years,Twice or more,,,,20-30 mile radios that I know of,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Farm123,,-85.39929044440748,31.369359581759944
Alabama,Crenshaw,Moderately Dry,10-20 years,Twice or more,,,2022,It is widespread. Many other producers in our county also say it’s very dry.,poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,The drought has impacted our grass production and feed for our livestock. It is impacting our lactating mama cows and are having to feed hay earlier than normal.,0,CMOR 2022 NDMC,11/8/2023,"reduced_yield,erosion,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,"dry_lawn,increased_power_bill",,,,,,,,,,,,,,,,Dwfarms,,-86.38796898833847,31.752566002194104
Alabama,Crenshaw,Severely Dry,20 or more years,Once,,2014,,Conditions are severely dry in the county and especially in our area.,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.22612422988678,31.762779895896166
Alabama,Colbert,Severely Dry,20 or more years,Never,,,,Widespread in the county,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-87.80940936499996,34.69862737000004
Alabama,Crenshaw,Severely Dry,10-20 years,Twice or more,,,,Widespread ,,,,null,,,,0,CMOR 2022 NDMC,11/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.31994762925555,31.74941336812183
Alabama,Hale,Severely Dry,20 or more years,Twice or more,,,2016,County and State wide. It is really bad at the lower elevation that my farm sits on. ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/8/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-87.59894767520125,32.5470688401819
